DATE,watershed,Precip
3/9/1994,W1,4.2
3/9/1994,W2,4
3/9/1994,W3,3.9
3/9/1994,W4,4.4
3/9/1994,W5,4
3/9/1994,W6,3.9
3/9/1994,W7,3.5
3/9/1994,W8,3.8
3/10/1994,W1,30.1
3/10/1994,W2,29.4
3/10/1994,W3,28.9
3/10/1994,W4,31.6
3/10/1994,W5,29.5
3/10/1994,W6,28.3
3/10/1994,W7,25.8
3/10/1994,W8,26.4
3/11/1994,W1,0
3/11/1994,W2,0
3/11/1994,W3,0
3/11/1994,W4,0
3/11/1994,W5,0
3/11/1994,W6,0
3/11/1994,W7,0
3/11/1994,W8,0
3/12/1994,W1,0.3
3/12/1994,W2,0.2
3/12/1994,W3,0.1
3/12/1994,W4,0.4
3/12/1994,W5,0.2
3/12/1994,W6,0
3/12/1994,W7,0
3/12/1994,W8,0
3/13/1994,W1,2.8
3/13/1994,W2,2.8
3/13/1994,W3,2.9
3/13/1994,W4,2.8
3/13/1994,W5,3.2
3/13/1994,W6,3.9
3/13/1994,W7,2.7
3/13/1994,W8,2.7
3/14/1994,W1,1.1
3/14/1994,W2,1.2
3/14/1994,W3,1.2
3/14/1994,W4,1.1
3/14/1994,W5,1.1
3/14/1994,W6,1
3/14/1994,W7,1.3
3/14/1994,W8,1.3
3/15/1994,W1,3.5
3/15/1994,W2,3.5
3/15/1994,W3,3.2
3/15/1994,W4,3.7
3/15/1994,W5,3.8
3/15/1994,W6,4
3/15/1994,W7,4.7
3/15/1994,W8,5.2
3/16/1994,W1,9.2
3/16/1994,W2,9.6
3/16/1994,W3,9.2
3/16/1994,W4,9.2
3/16/1994,W5,9.9
3/16/1994,W6,10.4
3/16/1994,W7,11.7
3/16/1994,W8,12
3/17/1994,W1,0.9
3/17/1994,W2,1
3/17/1994,W3,1
3/17/1994,W4,0.8
3/17/1994,W5,1
3/17/1994,W6,1.1
3/17/1994,W7,1.4
3/17/1994,W8,1.4
3/18/1994,W1,0
3/18/1994,W2,0
3/18/1994,W3,0
3/18/1994,W4,0
3/18/1994,W5,0
3/18/1994,W6,0
3/18/1994,W7,0
3/18/1994,W8,0
3/19/1994,W1,0.2
3/19/1994,W2,0.3
3/19/1994,W3,0.4
3/19/1994,W4,0.2
3/19/1994,W5,0.2
3/19/1994,W6,0
3/19/1994,W7,0.3
3/19/1994,W8,0.3
3/20/1994,W1,0.6
3/20/1994,W2,0.7
3/20/1994,W3,0.7
3/20/1994,W4,0.6
3/20/1994,W5,0.8
3/20/1994,W6,1.1
3/20/1994,W7,0.6
3/20/1994,W8,0.6
3/21/1994,W1,2.3
3/21/1994,W2,2
3/21/1994,W3,2
3/21/1994,W4,2.7
3/21/1994,W5,2.1
3/21/1994,W6,1.6
3/21/1994,W7,1.7
3/21/1994,W8,1.9
3/22/1994,W1,27
3/22/1994,W2,25.5
3/22/1994,W3,28.2
3/22/1994,W4,31.9
3/22/1994,W5,33.1
3/22/1994,W6,35.6
3/22/1994,W7,38.7
3/22/1994,W8,40.1
3/23/1994,W1,0
3/23/1994,W2,0
3/23/1994,W3,0
3/23/1994,W4,0
3/23/1994,W5,0
3/23/1994,W6,0
3/23/1994,W7,0.8
3/23/1994,W8,0.7
3/24/1994,W1,0
3/24/1994,W2,0
3/24/1994,W3,0
3/24/1994,W4,0
3/24/1994,W5,0
3/24/1994,W6,0
3/24/1994,W7,0
3/24/1994,W8,0
3/25/1994,W1,0
3/25/1994,W2,0
3/25/1994,W3,0
3/25/1994,W4,0
3/25/1994,W5,0
3/25/1994,W6,0
3/25/1994,W7,0
3/25/1994,W8,0
3/26/1994,W1,0
3/26/1994,W2,0
3/26/1994,W3,0
3/26/1994,W4,0
3/26/1994,W5,0
3/26/1994,W6,0
3/26/1994,W7,0
3/26/1994,W8,0
3/27/1994,W1,14.3
3/27/1994,W2,13.2
3/27/1994,W3,13.7
3/27/1994,W4,17.1
3/27/1994,W5,16.4
3/27/1994,W6,17
3/27/1994,W7,18.6
3/27/1994,W8,19.1
3/28/1994,W1,1.2
3/28/1994,W2,1.2
3/28/1994,W3,1.4
3/28/1994,W4,1.4
3/28/1994,W5,1.6
3/28/1994,W6,1.8
3/28/1994,W7,2.8
3/28/1994,W8,2.8
3/29/1994,W1,0
3/29/1994,W2,0
3/29/1994,W3,0
3/29/1994,W4,0
3/29/1994,W5,0
3/29/1994,W6,0
3/29/1994,W7,0
3/29/1994,W8,0
3/30/1994,W1,0
3/30/1994,W2,0
3/30/1994,W3,0
3/30/1994,W4,0
3/30/1994,W5,0
3/30/1994,W6,0
3/30/1994,W7,0
3/30/1994,W8,0
3/31/1994,W1,0
3/31/1994,W2,0
3/31/1994,W3,0
3/31/1994,W4,0
3/31/1994,W5,0
3/31/1994,W6,0
3/31/1994,W7,0
3/31/1994,W8,0
4/1/1994,W1,0
4/1/1994,W2,0
4/1/1994,W3,0
4/1/1994,W4,0
4/1/1994,W5,0
4/1/1994,W6,0
4/1/1994,W7,0
4/1/1994,W8,0
4/2/1994,W1,0
4/2/1994,W2,0
4/2/1994,W3,0
4/2/1994,W4,0
4/2/1994,W5,0
4/2/1994,W6,0
4/2/1994,W7,0
4/2/1994,W8,0
4/3/1994,W1,5.3
4/3/1994,W2,5.2
4/3/1994,W3,5.3
4/3/1994,W4,5.6
4/3/1994,W5,5.2
4/3/1994,W6,5.3
4/3/1994,W7,6
4/3/1994,W8,5.4
4/4/1994,W1,0
4/4/1994,W2,0
4/4/1994,W3,0
4/4/1994,W4,0
4/4/1994,W5,0
4/4/1994,W6,0
4/4/1994,W7,0
4/4/1994,W8,0
4/5/1994,W1,0
4/5/1994,W2,0
4/5/1994,W3,0
4/5/1994,W4,0
4/5/1994,W5,0
4/5/1994,W6,0
4/5/1994,W7,0
4/5/1994,W8,0
4/6/1994,W1,19.3
4/6/1994,W2,19.3
4/6/1994,W3,18.9
4/6/1994,W4,20
4/6/1994,W5,20.1
4/6/1994,W6,20.6
4/6/1994,W7,20.5
4/6/1994,W8,21
4/7/1994,W1,11.6
4/7/1994,W2,11.9
4/7/1994,W3,12.1
4/7/1994,W4,11.6
4/7/1994,W5,12.3
4/7/1994,W6,12.6
4/7/1994,W7,13.1
4/7/1994,W8,13.3
4/8/1994,W1,0
4/8/1994,W2,0
4/8/1994,W3,0
4/8/1994,W4,0
4/8/1994,W5,0
4/8/1994,W6,0
4/8/1994,W7,0
4/8/1994,W8,0
4/9/1994,W1,0
4/9/1994,W2,0
4/9/1994,W3,0
4/9/1994,W4,0
4/9/1994,W5,0
4/9/1994,W6,0
4/9/1994,W7,0
4/9/1994,W8,0
4/10/1994,W1,9.2
4/10/1994,W2,9.2
4/10/1994,W3,9.2
4/10/1994,W4,9.4
4/10/1994,W5,9.4
4/10/1994,W6,9.3
4/10/1994,W7,8.1
4/10/1994,W8,8.3
4/11/1994,W1,0
4/11/1994,W2,0
4/11/1994,W3,0
4/11/1994,W4,0
4/11/1994,W5,0.2
4/11/1994,W6,0.5
4/11/1994,W7,1.1
4/11/1994,W8,0.9
4/12/1994,W1,0
4/12/1994,W2,0
4/12/1994,W3,0
4/12/1994,W4,0
4/12/1994,W5,0
4/12/1994,W6,0
4/12/1994,W7,0
4/12/1994,W8,0
4/13/1994,W1,23.6
4/13/1994,W2,23.4
4/13/1994,W3,23.1
4/13/1994,W4,24.5
4/13/1994,W5,24.1
4/13/1994,W6,24.3
4/13/1994,W7,23.4
4/13/1994,W8,24.1
4/14/1994,W1,0.4
4/14/1994,W2,0.4
4/14/1994,W3,0.3
4/14/1994,W4,0.4
4/14/1994,W5,0.3
4/14/1994,W6,0.3
4/14/1994,W7,1.3
4/14/1994,W8,1.1
4/15/1994,W1,0
4/15/1994,W2,0
4/15/1994,W3,0
4/15/1994,W4,0
4/15/1994,W5,0
4/15/1994,W6,0
4/15/1994,W7,0
4/15/1994,W8,0
4/16/1994,W1,11.5
4/16/1994,W2,11.6
4/16/1994,W3,11.6
4/16/1994,W4,11.7
4/16/1994,W5,12
4/16/1994,W6,12.4
4/16/1994,W7,10.8
4/16/1994,W8,11.2
4/17/1994,W1,0.6
4/17/1994,W2,0.7
4/17/1994,W3,0.7
4/17/1994,W4,0.6
4/17/1994,W5,0.5
4/17/1994,W6,0.3
4/17/1994,W7,0.8
4/17/1994,W8,0.7
4/18/1994,W1,0.9
4/18/1994,W2,0.9
4/18/1994,W3,1
4/18/1994,W4,0.9
4/18/1994,W5,1.1
4/18/1994,W6,1.3
4/18/1994,W7,1
4/18/1994,W8,1.1
4/19/1994,W1,0.3
4/19/1994,W2,0.3
4/19/1994,W3,0.3
4/19/1994,W4,0.4
4/19/1994,W5,0.4
4/19/1994,W6,0.4
4/19/1994,W7,0.8
4/19/1994,W8,0.4
4/20/1994,W1,0
4/20/1994,W2,0
4/20/1994,W3,0
4/20/1994,W4,0
4/20/1994,W5,0
4/20/1994,W6,0
4/20/1994,W7,0.8
4/20/1994,W8,0.4
4/21/1994,W1,2.3
4/21/1994,W2,2.3
4/21/1994,W3,2.2
4/21/1994,W4,2.8
4/21/1994,W5,2.7
4/21/1994,W6,2.7
4/21/1994,W7,2.5
4/21/1994,W8,1.5
4/22/1994,W1,0
4/22/1994,W2,0
4/22/1994,W3,0
4/22/1994,W4,0
4/22/1994,W5,0
4/22/1994,W6,0
4/22/1994,W7,0
4/22/1994,W8,0
4/23/1994,W1,0
4/23/1994,W2,0
4/23/1994,W3,0
4/23/1994,W4,0
4/23/1994,W5,0
4/23/1994,W6,0
4/23/1994,W7,0
4/23/1994,W8,0
4/24/1994,W1,0.5
4/24/1994,W2,0.5
4/24/1994,W3,0.4
4/24/1994,W4,0.6
4/24/1994,W5,0.5
4/24/1994,W6,0.4
4/24/1994,W7,0
4/24/1994,W8,0
4/25/1994,W1,1.3
4/25/1994,W2,1.3
4/25/1994,W3,1.3
4/25/1994,W4,1.3
4/25/1994,W5,1.3
4/25/1994,W6,1.3
4/25/1994,W7,0.3
4/25/1994,W8,0.4
4/26/1994,W1,20.6
4/26/1994,W2,20.3
4/26/1994,W3,20.5
4/26/1994,W4,21.2
4/26/1994,W5,21.1
4/26/1994,W6,21.6
4/26/1994,W7,18.7
4/26/1994,W8,19.5
4/27/1994,W1,4.5
4/27/1994,W2,4.2
4/27/1994,W3,4
4/27/1994,W4,4.8
4/27/1994,W5,4.4
4/27/1994,W6,4.5
4/27/1994,W7,1.1
4/27/1994,W8,1.1
4/28/1994,W1,0
4/28/1994,W2,0
4/28/1994,W3,0
4/28/1994,W4,0
4/28/1994,W5,0
4/28/1994,W6,0
4/28/1994,W7,0
4/28/1994,W8,0
4/29/1994,W1,0
4/29/1994,W2,0
4/29/1994,W3,0
4/29/1994,W4,0
4/29/1994,W5,0
4/29/1994,W6,0
4/29/1994,W7,0
4/29/1994,W8,0
4/30/1994,W1,0
4/30/1994,W2,0
4/30/1994,W3,0
4/30/1994,W4,0
4/30/1994,W5,0
4/30/1994,W6,0
4/30/1994,W7,0
4/30/1994,W8,0
5/1/1994,W1,14.6
5/1/1994,W2,14.5
5/1/1994,W3,14.8
5/1/1994,W4,14.9
5/1/1994,W5,14.8
5/1/1994,W6,14.9
5/1/1994,W7,14.4
5/1/1994,W8,15
5/2/1994,W1,0.9
5/2/1994,W2,1
5/2/1994,W3,1.1
5/2/1994,W4,0.8
5/2/1994,W5,1
5/2/1994,W6,1.1
5/2/1994,W7,0
5/2/1994,W8,0
5/3/1994,W1,0
5/3/1994,W2,0
5/3/1994,W3,0
5/3/1994,W4,0
5/3/1994,W5,0
5/3/1994,W6,0
5/3/1994,W7,0
5/3/1994,W8,0
5/4/1994,W1,0
5/4/1994,W2,0
5/4/1994,W3,0
5/4/1994,W4,0
5/4/1994,W5,0
5/4/1994,W6,0
5/4/1994,W7,0
5/4/1994,W8,0
5/5/1994,W1,2.1
5/5/1994,W2,2
5/5/1994,W3,2
5/5/1994,W4,2.2
5/5/1994,W5,2
5/5/1994,W6,1.9
5/5/1994,W7,1.6
5/5/1994,W8,1.5
5/6/1994,W1,2.5
5/6/1994,W2,2.6
5/6/1994,W3,2.7
5/6/1994,W4,2.6
5/6/1994,W5,2.6
5/6/1994,W6,2.5
5/6/1994,W7,3.6
5/6/1994,W8,3.2
5/7/1994,W1,0
5/7/1994,W2,0
5/7/1994,W3,0
5/7/1994,W4,0
5/7/1994,W5,0
5/7/1994,W6,0
5/7/1994,W7,0.5
5/7/1994,W8,0.4
5/8/1994,W1,15.6
5/8/1994,W2,15.4
5/8/1994,W3,15.7
5/8/1994,W4,16.1
5/8/1994,W5,16.3
5/8/1994,W6,16.8
5/8/1994,W7,21.6
5/8/1994,W8,19.7
5/9/1994,W1,1.2
5/9/1994,W2,1.3
5/9/1994,W3,1.4
5/9/1994,W4,1.1
5/9/1994,W5,1.4
5/9/1994,W6,1.6
5/9/1994,W7,1.6
5/9/1994,W8,1.4
5/10/1994,W1,0
5/10/1994,W2,0
5/10/1994,W3,0
5/10/1994,W4,0
5/10/1994,W5,0
5/10/1994,W6,0
5/10/1994,W7,0
5/10/1994,W8,0
5/11/1994,W1,2.3
5/11/1994,W2,2.2
5/11/1994,W3,2.1
5/11/1994,W4,2.4
5/11/1994,W5,1.9
5/11/1994,W6,1.3
5/11/1994,W7,1.9
5/11/1994,W8,2.1
5/12/1994,W1,15.9
5/12/1994,W2,16
5/12/1994,W3,16.2
5/12/1994,W4,16
5/12/1994,W5,16.1
5/12/1994,W6,15.9
5/12/1994,W7,17.2
5/12/1994,W8,17.1
5/13/1994,W1,0
5/13/1994,W2,0
5/13/1994,W3,0
5/13/1994,W4,0
5/13/1994,W5,0
5/13/1994,W6,0
5/13/1994,W7,0
5/13/1994,W8,0
5/14/1994,W1,0
5/14/1994,W2,0
5/14/1994,W3,0
5/14/1994,W4,0
5/14/1994,W5,0
5/14/1994,W6,0
5/14/1994,W7,0
5/14/1994,W8,0
5/15/1994,W1,0.4
5/15/1994,W2,0.3
5/15/1994,W3,0.2
5/15/1994,W4,0.5
5/15/1994,W5,0.2
5/15/1994,W6,0
5/15/1994,W7,0
5/15/1994,W8,0
5/16/1994,W1,15
5/16/1994,W2,15
5/16/1994,W3,15.2
5/16/1994,W4,15.1
5/16/1994,W5,15.5
5/16/1994,W6,15.9
5/16/1994,W7,18.3
5/16/1994,W8,18.5
5/17/1994,W1,1.9
5/17/1994,W2,2.1
5/17/1994,W3,2.4
5/17/1994,W4,1.8
5/17/1994,W5,2.1
5/17/1994,W6,2.1
5/17/1994,W7,2.2
5/17/1994,W8,2.2
5/18/1994,W1,0
5/18/1994,W2,0
5/18/1994,W3,0
5/18/1994,W4,0
5/18/1994,W5,0
5/18/1994,W6,0
5/18/1994,W7,0
5/18/1994,W8,0
5/19/1994,W1,0
5/19/1994,W2,0
5/19/1994,W3,0
5/19/1994,W4,0
5/19/1994,W5,0
5/19/1994,W6,0
5/19/1994,W7,0
5/19/1994,W8,0
5/20/1994,W1,0
5/20/1994,W2,0
5/20/1994,W3,0
5/20/1994,W4,0
5/20/1994,W5,0
5/20/1994,W6,0
5/20/1994,W7,0
5/20/1994,W8,0
5/21/1994,W1,0
5/21/1994,W2,0
5/21/1994,W3,0
5/21/1994,W4,0
5/21/1994,W5,0
5/21/1994,W6,0
5/21/1994,W7,0
5/21/1994,W8,0
5/22/1994,W1,0
5/22/1994,W2,0
5/22/1994,W3,0
5/22/1994,W4,0
5/22/1994,W5,0
5/22/1994,W6,0
5/22/1994,W7,0
5/22/1994,W8,0
5/23/1994,W1,0
5/23/1994,W2,0
5/23/1994,W3,0
5/23/1994,W4,0
5/23/1994,W5,0
5/23/1994,W6,0
5/23/1994,W7,0
5/23/1994,W8,0
5/24/1994,W1,0.8
5/24/1994,W2,0.8
5/24/1994,W3,0.8
5/24/1994,W4,0.8
5/24/1994,W5,0.8
5/24/1994,W6,0.8
5/24/1994,W7,0.5
5/24/1994,W8,0.5
5/25/1994,W1,10.5
5/25/1994,W2,10.4
5/25/1994,W3,10.7
5/25/1994,W4,10.6
5/25/1994,W5,10.4
5/25/1994,W6,10.2
5/25/1994,W7,8.4
5/25/1994,W8,8.4
5/26/1994,W1,14.2
5/26/1994,W2,14
5/26/1994,W3,14.3
5/26/1994,W4,14.4
5/26/1994,W5,14.2
5/26/1994,W6,14.1
5/26/1994,W7,16.2
5/26/1994,W8,16
5/27/1994,W1,0
5/27/1994,W2,0
5/27/1994,W3,0
5/27/1994,W4,0
5/27/1994,W5,0
5/27/1994,W6,0
5/27/1994,W7,0.8
5/27/1994,W8,0.7
5/28/1994,W1,0
5/28/1994,W2,0
5/28/1994,W3,0
5/28/1994,W4,0
5/28/1994,W5,0
5/28/1994,W6,0
5/28/1994,W7,0
5/28/1994,W8,0
5/29/1994,W1,0
5/29/1994,W2,0
5/29/1994,W3,0
5/29/1994,W4,0
5/29/1994,W5,0
5/29/1994,W6,0
5/29/1994,W7,0
5/29/1994,W8,0
5/30/1994,W1,0
5/30/1994,W2,0
5/30/1994,W3,0
5/30/1994,W4,0
5/30/1994,W5,0
5/30/1994,W6,0
5/30/1994,W7,0
5/30/1994,W8,0
5/31/1994,W1,0
5/31/1994,W2,0
5/31/1994,W3,0
5/31/1994,W4,0
5/31/1994,W5,0
5/31/1994,W6,0
5/31/1994,W7,0
5/31/1994,W8,0
6/1/1994,W1,1.6
6/1/1994,W2,1.5
6/1/1994,W3,1.8
6/1/1994,W4,1.6
6/1/1994,W5,1.5
6/1/1994,W6,1.5
6/1/1994,W7,1.8
6/1/1994,W8,1.7
6/2/1994,W1,2.6
6/2/1994,W2,2.6
6/2/1994,W3,3.2
6/2/1994,W4,2.7
6/2/1994,W5,2.4
6/2/1994,W6,2.1
6/2/1994,W7,3.3
6/2/1994,W8,3.5
6/3/1994,W1,0
6/3/1994,W2,0
6/3/1994,W3,0
6/3/1994,W4,0
6/3/1994,W5,0
6/3/1994,W6,0
6/3/1994,W7,0
6/3/1994,W8,0
6/4/1994,W1,0
6/4/1994,W2,0
6/4/1994,W3,0
6/4/1994,W4,0
6/4/1994,W5,0
6/4/1994,W6,0
6/4/1994,W7,0
6/4/1994,W8,0
6/5/1994,W1,1
6/5/1994,W2,1.1
6/5/1994,W3,1.3
6/5/1994,W4,1
6/5/1994,W5,1.2
6/5/1994,W6,1.5
6/5/1994,W7,2.7
6/5/1994,W8,2.5
6/6/1994,W1,1.9
6/6/1994,W2,1.8
6/6/1994,W3,1.6
6/6/1994,W4,2.1
6/6/1994,W5,1.8
6/6/1994,W6,1.6
6/6/1994,W7,0.6
6/6/1994,W8,0.8
6/7/1994,W1,0
6/7/1994,W2,0
6/7/1994,W3,0
6/7/1994,W4,0
6/7/1994,W5,0
6/7/1994,W6,0
6/7/1994,W7,1.2
6/7/1994,W8,1
6/8/1994,W1,0
6/8/1994,W2,0
6/8/1994,W3,0
6/8/1994,W4,0
6/8/1994,W5,0
6/8/1994,W6,0
6/8/1994,W7,0
6/8/1994,W8,0
6/9/1994,W1,0
6/9/1994,W2,0
6/9/1994,W3,0
6/9/1994,W4,0
6/9/1994,W5,0
6/9/1994,W6,0
6/9/1994,W7,0
6/9/1994,W8,0
6/10/1994,W1,0
6/10/1994,W2,0
6/10/1994,W3,0
6/10/1994,W4,0
6/10/1994,W5,0
6/10/1994,W6,0
6/10/1994,W7,0
6/10/1994,W8,0
6/11/1994,W1,0
6/11/1994,W2,0
6/11/1994,W3,0
6/11/1994,W4,0
6/11/1994,W5,0
6/11/1994,W6,0
6/11/1994,W7,0
6/11/1994,W8,0
6/12/1994,W1,29.3
6/12/1994,W2,28.9
6/12/1994,W3,29
6/12/1994,W4,30.6
6/12/1994,W5,30.1
6/12/1994,W6,29.8
6/12/1994,W7,28.2
6/12/1994,W8,28.7
6/13/1994,W1,4.1
6/13/1994,W2,4.3
6/13/1994,W3,4.4
6/13/1994,W4,4.1
6/13/1994,W5,4.3
6/13/1994,W6,4.2
6/13/1994,W7,4.4
6/13/1994,W8,4.5
6/14/1994,W1,16.8
6/14/1994,W2,16.9
6/14/1994,W3,16.2
6/14/1994,W4,17.1
6/14/1994,W5,17.1
6/14/1994,W6,16.7
6/14/1994,W7,23.1
6/14/1994,W8,21.5
6/15/1994,W1,0
6/15/1994,W2,0
6/15/1994,W3,0
6/15/1994,W4,0
6/15/1994,W5,0
6/15/1994,W6,0
6/15/1994,W7,0
6/15/1994,W8,0
6/16/1994,W1,0
6/16/1994,W2,0
6/16/1994,W3,0
6/16/1994,W4,0
6/16/1994,W5,0
6/16/1994,W6,0
6/16/1994,W7,0
6/16/1994,W8,0
6/17/1994,W1,0
6/17/1994,W2,0
6/17/1994,W3,0
6/17/1994,W4,0
6/17/1994,W5,0
6/17/1994,W6,0
6/17/1994,W7,0
6/17/1994,W8,0
6/18/1994,W1,7.8
6/18/1994,W2,7.8
6/18/1994,W3,7.4
6/18/1994,W4,8
6/18/1994,W5,8.1
6/18/1994,W6,8.4
6/18/1994,W7,15.1
6/18/1994,W8,15.5
6/19/1994,W1,0
6/19/1994,W2,0
6/19/1994,W3,0
6/19/1994,W4,0
6/19/1994,W5,0
6/19/1994,W6,0
6/19/1994,W7,1
6/19/1994,W8,0.9
6/20/1994,W1,0
6/20/1994,W2,0
6/20/1994,W3,0
6/20/1994,W4,0
6/20/1994,W5,0
6/20/1994,W6,0
6/20/1994,W7,0
6/20/1994,W8,0
6/21/1994,W1,5.6
6/21/1994,W2,5.7
6/21/1994,W3,5.8
6/21/1994,W4,5.5
6/21/1994,W5,5.7
6/21/1994,W6,5.7
6/21/1994,W7,4.6
6/21/1994,W8,4.8
6/22/1994,W1,1.4
6/22/1994,W2,1.4
6/22/1994,W3,1.4
6/22/1994,W4,1.4
6/22/1994,W5,1.2
6/22/1994,W6,0.9
6/22/1994,W7,1.2
6/22/1994,W8,1.1
6/23/1994,W1,0.1
6/23/1994,W2,0.2
6/23/1994,W3,0.2
6/23/1994,W4,0.1
6/23/1994,W5,0.1
6/23/1994,W6,0
6/23/1994,W7,0
6/23/1994,W8,0
6/24/1994,W1,0
6/24/1994,W2,0
6/24/1994,W3,0
6/24/1994,W4,0
6/24/1994,W5,0
6/24/1994,W6,0
6/24/1994,W7,0
6/24/1994,W8,0
6/25/1994,W1,23.1
6/25/1994,W2,22.7
6/25/1994,W3,22.6
6/25/1994,W4,23.3
6/25/1994,W5,22.4
6/25/1994,W6,21.7
6/25/1994,W7,20.1
6/25/1994,W8,20.7
6/26/1994,W1,0.5
6/26/1994,W2,0.6
6/26/1994,W3,0.8
6/26/1994,W4,0.3
6/26/1994,W5,0.5
6/26/1994,W6,0.3
6/26/1994,W7,0.3
6/26/1994,W8,0.3
6/27/1994,W1,3.5
6/27/1994,W2,3.6
6/27/1994,W3,3.8
6/27/1994,W4,3.4
6/27/1994,W5,3.4
6/27/1994,W6,3
6/27/1994,W7,2.7
6/27/1994,W8,3
6/28/1994,W1,8.8
6/28/1994,W2,8.6
6/28/1994,W3,8.5
6/28/1994,W4,9
6/28/1994,W5,8.9
6/28/1994,W6,9.3
6/28/1994,W7,9.5
6/28/1994,W8,10.1
6/29/1994,W1,0.9
6/29/1994,W2,0.9
6/29/1994,W3,0.9
6/29/1994,W4,0.9
6/29/1994,W5,0.8
6/29/1994,W6,0.7
6/29/1994,W7,1.5
6/29/1994,W8,1.6
6/30/1994,W1,0
6/30/1994,W2,0
6/30/1994,W3,0
6/30/1994,W4,0
6/30/1994,W5,0
6/30/1994,W6,0
6/30/1994,W7,0
6/30/1994,W8,0
7/1/1994,W1,0
7/1/1994,W2,0
7/1/1994,W3,0
7/1/1994,W4,0
7/1/1994,W5,0
7/1/1994,W6,0
7/1/1994,W7,0
7/1/1994,W8,0
7/2/1994,W1,0
7/2/1994,W2,0
7/2/1994,W3,0
7/2/1994,W4,0
7/2/1994,W5,0
7/2/1994,W6,0
7/2/1994,W7,1.8
7/2/1994,W8,1.9
7/3/1994,W1,0.6
7/3/1994,W2,0.6
7/3/1994,W3,0.6
7/3/1994,W4,0.6
7/3/1994,W5,0.6
7/3/1994,W6,0.7
7/3/1994,W7,0.9
7/3/1994,W8,0.9
7/4/1994,W1,0
7/4/1994,W2,0
7/4/1994,W3,0
7/4/1994,W4,0
7/4/1994,W5,0
7/4/1994,W6,0
7/4/1994,W7,0
7/4/1994,W8,0
7/5/1994,W1,0
7/5/1994,W2,0
7/5/1994,W3,0
7/5/1994,W4,0
7/5/1994,W5,0
7/5/1994,W6,0
7/5/1994,W7,0
7/5/1994,W8,0
7/6/1994,W1,3.2
7/6/1994,W2,3.4
7/6/1994,W3,3.6
7/6/1994,W4,3.2
7/6/1994,W5,3.2
7/6/1994,W6,2.8
7/6/1994,W7,2.2
7/6/1994,W8,2
7/7/1994,W1,9.4
7/7/1994,W2,8.7
7/7/1994,W3,8
7/7/1994,W4,10.6
7/7/1994,W5,9.2
7/7/1994,W6,8.6
7/7/1994,W7,10.7
7/7/1994,W8,10.4
7/8/1994,W1,1
7/8/1994,W2,1.1
7/8/1994,W3,1.2
7/8/1994,W4,0.9
7/8/1994,W5,1.1
7/8/1994,W6,1.1
7/8/1994,W7,5.5
7/8/1994,W8,5
7/9/1994,W1,25.9
7/9/1994,W2,25.7
7/9/1994,W3,26.1
7/9/1994,W4,27
7/9/1994,W5,27.5
7/9/1994,W6,27.9
7/9/1994,W7,27.1
7/9/1994,W8,26.2
7/10/1994,W1,0.6
7/10/1994,W2,0.8
7/10/1994,W3,1
7/10/1994,W4,0.4
7/10/1994,W5,0.7
7/10/1994,W6,0.6
7/10/1994,W7,0.8
7/10/1994,W8,0.8
7/11/1994,W1,0
7/11/1994,W2,0
7/11/1994,W3,0
7/11/1994,W4,0
7/11/1994,W5,0
7/11/1994,W6,0
7/11/1994,W7,0
7/11/1994,W8,0
7/12/1994,W1,0
7/12/1994,W2,0
7/12/1994,W3,0
7/12/1994,W4,0
7/12/1994,W5,0
7/12/1994,W6,0
7/12/1994,W7,0
7/12/1994,W8,0
7/13/1994,W1,0
7/13/1994,W2,0
7/13/1994,W3,0
7/13/1994,W4,0
7/13/1994,W5,0
7/13/1994,W6,0
7/13/1994,W7,0
7/13/1994,W8,0
7/14/1994,W1,0
7/14/1994,W2,0
7/14/1994,W3,0
7/14/1994,W4,0
7/14/1994,W5,0
7/14/1994,W6,0
7/14/1994,W7,0
7/14/1994,W8,0
7/15/1994,W1,20.1
7/15/1994,W2,20
7/15/1994,W3,20.7
7/15/1994,W4,20.7
7/15/1994,W5,20.7
7/15/1994,W6,20.8
7/15/1994,W7,18.9
7/15/1994,W8,18.2
7/16/1994,W1,0
7/16/1994,W2,0
7/16/1994,W3,0
7/16/1994,W4,0
7/16/1994,W5,0.1
7/16/1994,W6,0.3
7/16/1994,W7,0.6
7/16/1994,W8,0.5
7/17/1994,W1,0
7/17/1994,W2,0
7/17/1994,W3,0
7/17/1994,W4,0
7/17/1994,W5,0
7/17/1994,W6,0
7/17/1994,W7,0
7/17/1994,W8,0
7/18/1994,W1,4.3
7/18/1994,W2,4.2
7/18/1994,W3,4.1
7/18/1994,W4,4.3
7/18/1994,W5,3.6
7/18/1994,W6,2.6
7/18/1994,W7,5.5
7/18/1994,W8,5.2
7/19/1994,W1,0.3
7/19/1994,W2,0.3
7/19/1994,W3,0.4
7/19/1994,W4,0.2
7/19/1994,W5,0.5
7/19/1994,W6,0.9
7/19/1994,W7,1.4
7/19/1994,W8,1.5
7/20/1994,W1,0
7/20/1994,W2,0
7/20/1994,W3,0
7/20/1994,W4,0
7/20/1994,W5,0
7/20/1994,W6,0
7/20/1994,W7,0
7/20/1994,W8,0
7/21/1994,W1,0
7/21/1994,W2,0
7/21/1994,W3,0
7/21/1994,W4,0
7/21/1994,W5,0
7/21/1994,W6,0
7/21/1994,W7,0
7/21/1994,W8,0
7/22/1994,W1,18.6
